  0.554222643     ,  0.118037760    
  0.110004455     ,  0.441446900    
  0.679487169     ,   7.72833824E-02
  0.376563609     ,  0.195333660    
  0.460457861     ,  0.155106783    
   6.69251308E-02 ,  0.540836155    
  0.900791943     ,   2.08961964E-02
  0.139533281     ,  0.393890440    
  0.898419201     ,   2.14236975E-02
  0.965529323     ,   7.01576471E-03
  0.112739101     ,  0.436535776    
  0.280952394     ,  0.253913999    
  0.916732728     ,   1.73878670E-02
  0.475621551     ,  0.148626566    
   4.15841565E-02 ,  0.636007190    
  0.934424818     ,   1.35648251E-02
  0.681726515     ,   7.66253471E-02
  0.643691957     ,   8.81069899E-02
  0.426212460     ,  0.170563459    
  0.903598964     ,   2.02739239E-02
  0.256759286     ,  0.271923244    
  0.276238620     ,  0.257298052    
  0.792738855     ,   4.64522839E-02
  0.358262151     ,  0.205298066    
  0.831155539     ,   3.69876623E-02
  0.153775379     ,  0.374452472    
  0.303428739     ,  0.238521695    
  0.457840860     ,  0.156246722    
  0.731831729     ,   6.24409318E-02
  0.386983842     ,  0.189874470    
   4.50752378E-02 ,  0.619884431    
  0.236182824     ,  0.288629830    
  0.631191254     ,   9.20292735E-02
  0.215682819     ,  0.306789279    
  0.600010097     ,  0.102161765    
  0.699724138     ,   7.14138150E-02
  0.418017477     ,  0.174446404    
  0.178061545     ,  0.345125198    
  0.648785114     ,   8.65307450E-02
  0.234594941     ,  0.289978981    
  0.936859071     ,   1.30444765E-02
  0.616710007     ,   9.66712832E-02
  0.362906039     ,  0.202722251    
  0.286457747     ,  0.250032842    
  0.897604287     ,   2.16051936E-02
  0.139135256     ,  0.394461751    
   1.14760660E-02 ,  0.893498361    
  0.829870939     ,   3.72970104E-02
  0.931817710     ,   1.41236186E-02
  0.100044973     ,  0.460427105    
  0.124587297     ,  0.416549742    
  0.909324706     ,   1.90106034E-02
  0.989832819     ,   2.04384327E-03
  0.985611618     ,   2.89857388E-03
  0.139063120     ,  0.394565463    
  0.538805187     ,  0.123680234    
  0.597646296     ,  0.102951229    
  0.208025709     ,  0.314018726    
  0.807929635     ,   4.26560640E-02
  0.131166726     ,  0.406257212    
  0.666619003     ,   8.11073184E-02
  0.879319072     ,   2.57214904E-02
  0.655027390     ,   8.46156478E-02
  0.764479041     ,   5.37121296E-02
  0.800147951     ,   4.45917249E-02
  0.259819090     ,  0.269553959    
  0.696705878     ,   7.22783804E-02
  0.415086508     ,  0.175853670    
  0.656827748     ,   8.40666890E-02
  0.105211630     ,  0.450356305    
  0.531549096     ,  0.126391947    
  0.676716506     ,   7.81005621E-02
  0.610333383     ,   9.87499952E-02
   6.33420199E-02 ,  0.551841259    
  0.960063219     ,   8.15123320E-03
  0.626303434     ,   9.35840607E-02
   9.80722308E-02 ,  0.464410186    
  0.580312252     ,  0.108837783    
  0.857610166     ,   3.07211280E-02
  0.350938827     ,  0.209428668    
  0.638921559     ,   8.95947218E-02
  0.895952642     ,   2.19735503E-02
  0.279944420     ,  0.254632831    
  0.519344568     ,  0.131037533    
   7.73186833E-02 ,  0.511963964    
  0.245172098     ,  0.281158984    
  0.896794081     ,   2.17857957E-02
  0.823234797     ,   3.89027596E-02
  0.966768861     ,   6.75916672E-03
  0.412187129     ,  0.177255571    
  0.769288838     ,   5.24577498E-02
  0.467643678     ,  0.152009726    
  0.646489263     ,   8.72397423E-02
  0.624162436     ,   9.42689180E-02
  0.332534701     ,  0.220202208    
   7.73947388E-02 ,  0.511767268    
   1.57903936E-02 ,  0.829670727    
  0.129494056     ,  0.408824086    
  0.305776268     ,  0.236980319    
  0.777663350     ,   5.02923131E-02
   6.86410069E-02 ,  0.535773039    
  0.467388719     ,  0.152118802    
  0.873965859     ,   2.69427896E-02
  0.926091075     ,   1.53565407E-02
  0.918706000     ,   1.69578195E-02
  0.800720453     ,   4.44486737E-02
  0.212469295     ,  0.309791565    
  0.290896922     ,  0.246957242    
  0.879551053     ,   2.56687403E-02
  0.371573776     ,  0.198001564    
  0.137034655     ,  0.397504270    
  0.503070235     ,  0.137405097    
  0.474998981     ,  0.148888528    
  0.649716794     ,   8.62437487E-02
  0.480249256     ,  0.146690011    
  0.929043412     ,   1.47199631E-02
  0.556782901     ,  0.117115974    
  0.219428986     ,  0.303345323    
  0.254418194     ,  0.273755193    
  0.710500956     ,   6.83569908E-02
